post_text;date;hash;reposts_count;likes_count;id
"Как стартапы находят инвесторов 
 
🚀 Большая часть новых бизнесов в России «стартует» на собственные или кредитные средства. Но технологическим стартапам для реализации идеи, как правило, нужно больше денег, чем обычному бизнесу — разработать облачный сервис дороже и сложнее, чем открыть булочную или кафе. Поэтому большинство стартапов работают над привлечением инвесторов, чтобы на их средства строить и масштабировать компанию. Стоимость бизнеса растет, и инвестор получает свою прибыль. 
 
👉 В 1Т Спринт работе с инвесторами посвящены отдельные блоки в курсе «Менеджер IT-проектов» и курсе «IT-акселератор», посвященному бизнес-управлению. 
 
📈 Согласно исследованию рынка российских стартапов Startup Booster (https://drive.google.com/file/d/1ecdEQJz4s0aAEORAl4v87HBo0e7tMb1_/view), чаще всего инвесторы — это российские и иностранные частные лица или компании, венчурные фонды, корпорации, бизнес-ангелы и акселераторы стартапов. 
 
👨‍🏫 Чтобы свести вместе перспективную идею и инвестора, существует специальный формат встреч — питчинг. Стартаперы по очереди выступают с короткой презентацией — питчем. У каждого участника есть несколько минут, чтобы рассказать о своем проекте. Цель питча — заинтересовать инвесторов, чтобы они захотели узнать о стартапе больше и в итоге профинансировать его. Так как время ограничено, умение четко и ясно рассказать о своем проекте особенно важно. По данным исследования, 15% стартапов нашли инвестора благодаря участию в подобных конкурсах. 
 
📈 Какие еще каналы работают? 12% стартапов привлекли средства, отправляя холодные заявки, еще к 11% инвесторы пришли сами. Но главным каналом привлечения средств является нетворкинг — 38% нашли инвестиции по рекомендации общих знакомых. 
 
🤝 Нетворкинг, то есть долгосрочные и взаимно полезные отношения с людьми в профессиональной сфере, нужен не только стартаперам. Это один из самых полезных инструментов для профессионального и карьерного роста в любой сфере. Знакомьтесь с вашими сокурсниками, общайтесь с людьми на вашем проекте, будьте для них полезными, и кто знает, может кто-то из них познакомит вас с будущим инвестором?";2022-09-26 17:47:36;mTMR0DJ_ACLVkzU630OWokTx1rnq;0;1;31
"Фундаментальная ошибка атрибуции 
 
Фундаментальная ошибка атрибуции — это склонность человека объяснять поступки других людей их качествами, а собственное поведение — внешними обстоятельствами. 
 
⏰ Представьте себе ситуацию: вы менеджер, договариваетесь с заказчиком о созвоне в два часа дня. За пять минут до звонка приходит сообщение от заказчика, просит перенести встречу на час. Вы думаете: «Мог бы и пораньше предупредить!» 
 
🧑‍💻 Через час вы готовы к созвону, но за пять минут до встречи вам отключают интернет. Вы просите перенести встречу, но виноваты не вы, а ваш провайдер, что вы могли сделать? 
 
📌 Это и есть фундаментальная ошибка атрибуции. В нескольких словах ее можно описать так: «я опаздываю, потому что так сложились обстоятельства, а он опаздывает, потому что он непунктуальный». 
 
Почему мы так думаем? На это есть две основных причины: 
 
🔷 Свое поведение мы считаем хорошим по умолчанию, а поведение окружающих сравниваем со своими установками. Если поступки других людей отличаются от нашей нормы, нам кажется, что с ними что-то не так. 
 
🔷 Нам просто не хватает информации об окружающих. Мы не знаем истинных причин их неудач, поскольку видим только результат. 
 
Ошибка атрибуции затрудняет коммуникацию и ведение переговоров, снижает эффективность вашей работы и учебы. Роль случайности в нашей жизни очень велика, мы можем контролировать лишь малую часть происходящих событий. Поэтому стоит снисходительнее относится к себе и окружающим и развивать эмпатию — способность сопереживать другим. 
 
Подробнее об эмпатии, и чем она может быть полезна в работе, расскажем в одном из следующих постов. 
 
🤔 А вы замечали такое за собой?";2022-09-22 17:54:40;gV4784wGC5SBtDnGwKKrLljKhfeB;0;3;30
"Три новых слова на карточках! 🎉 
 
Два из них, воркшоп и спринт вы, скорее всего, уже слышали, но знаете ли вы точно, что они означают? 
 
#1TSprint_словарь";2022-09-20 19:28:35;4szC9N7yzirHsfhqsqckk3et-uOa;0;3;29
"Что послушать: подборка IT-подкастов 
 
🎧 Подкасты — это аудиоконтент, который можно слушать в специальных приложениях. В отличие от радио, вы сами выбираете, на что подписаться, и слушаете тогда, когда вам удобно. 
 
🎤 Большинство подкастов — разговорные шоу, чаще всего познавательные или научно-популярные. Вы можете разобраться в новой теме, пока гуляете по парку или готовите ужин. К тому же информация, которую получают разными способами, например, читая и слушая, лучше усваивается. 
 
Собрали для вас подкасты на тему IT: 
 
Frontend Weekend 
 (https://podcast.ru/1233996390)Гости подкаста — люди, известные в мире web-разработки. Они рассказывают о своей работе, делятся забавными историями и полезными советами для начинающих программистов. Цель подкаста — показать человеческое лицо фронтенда. 
 
Habr Weekly 
 (https://habr-podcast.com/weekly/)Команда подкаста собирается раз в неделю, чтобы обсудить главные новости ИТ. Говорят обо всем на свете, начиная от проектов Илона Маска и заканчивая компьютерными играми. Как разговор в компании друзей, но про ИТ. 
 
Podlodka Podcast 
 (https://podlodka.io/)Еженедельное аудиошоу про IT и всё, что с ним связано. Подкаст ведут четверо опытных разработчиков и гостей приглашают соответствующих — есть выпуски, усвоить которые без определенной подготовки будет непросто. Но есть темы и для новичков: например, как учить языки программирования. 
 
Сушите весла 
 (https://dry.redmadrobot.dev/)Подкаст о разработке, аналитике, тестировании и других аспектах создания сайтов и приложений. Его авторы — разработчики Redmadrobot, компании с 11-летним опытом разработки. Гостями студии становятся известные тестировщики, разработчики, дизайнеры и аналитики. Делятся нюансами своей работы, обсуждают баги, запуски стартапов, начало ИТ-карьеры и другие интересные темы. 
 
Meme Overflow 
 (https://podcast.ru/1560805329)Автор подкаста — блогер Александр Капустин. Каждый выпуск гости подкаста на примере одного непонятного программистского мема объясняют ему сложные шутки из мира ИТ. Отличный подкаст для новичков, которые хотят быть в теме.";2022-09-19 15:20:18;3D8oyp65sCARn2nR1dH8h15FdhiI;2;3;28
"Систематическая ошибка выжившего 
 
Сегодня на воркшопе по разработке идей мы разбирали истории успешных технологических проектов, например, Notion. В связи с ними мы упоминали такой термин как «ошибка выжившего». Разберём его. 
 
Ошибка выжившего — ещё одно из распространенных когнитивных искажений. 
Это принятие решений на основе неправильной выборки — когда данные неполные, легко про это забыть и сделать выводы на основании того, что есть. 
 
🛩 Во время Второй мировой войны нью-йоркскому статистику Абрахаму Вальду поручили изучить данные о повреждениях самолетов в бою. Нужно было решить, какие части нуждаются в усилении. Больше всего пробоин получали крылья и хвосты, и именно им хотели добавить еще брони. Но Вальд сделал противоположный вывод: надо бронировать те участки, где пробоин не было. Ведь статистика основана на тех самолетах, которые, вернулись на аэродром, а те, что получили удары в другое место — в двигатель, например, — были сбиты и не попали в анализ. 
 
🎥 Представьте, что вы маркетолог, который выкладывает новое видео о продукте. Вы видите, что половина комментариев под ним негативные. Вам кажется, что видео «не зашло», ищите ошибки. А на самом деле вы сузили выборку до тех, кто написал комментарии — оценили только «выживших». Чтобы получить достоверную информацию, надо проанализировать и количество просмотров, и отношение лайков и дизлайков, провести опросы целевой аудитории. 
 
Еще пример: все вы знаете истории успеха людей без образования. Билла Гейтса отчислили на втором курсе, а Джобс бросил колледж через полгода! Звучит как план! Но если взять в статистику всех, кто бросил учебу и ничего не добился, картина будет совсем другая. 
 
Понимание этой ошибки важно при любом анализе данных, составлении групп пользователей и проведении А/Б тестов. Чтобы ее избежать, подумайте: 
 
📌 есть ли у нас сведения о неудачной статистике? 
📌 какую еще информацию можно получить? 
📌 показывают ли полученные данные полную картину ситуации? 
 
А вам случалось совершать похожие «ошибки выжившего»?";2022-09-17 17:39:38;EVSb6aJP5yVc7nFH4dUhyYFPtUdG;0;1;27
"Цеттелькастен — второй мозг 
 
🗃 Цеттелькастен (нем. ящик для заметок) — метод структурирования информации. Он работает по принципу нейросети: объединяет разрозненную информацию в цельную систему, связывает знания в общую сеть — и в результате подает вам новые идеи. 
 
🗂 Цеттелькастен придумал социолог Никлас Луман. Читая книги, Луман брал карточки и фиксировал прочитанные идеи. Каждую он помечал специальным кодом, связывающим ее с другими. Каждая заметка были связаны со всем, что может ее дополнить. 
 
🎓 Сортируя свою картотеку, Луман мог увидеть, как мысль из прочитанной недавно книги длинной цепочкой связана с мыслью, которую он записал год назад и о которой успел забыть, и обновлял цепочки. Когда их стало много, Луман смог черпать из своей системы новые идеи. Его система разрослась до 90 000 карточек. Пользуясь ей, он стал очень продуктивным ученым: совершил прорыв в социологии, начал публиковать по 2-3 книги в год и провел более 500 исследований. 
 
Сейчас его метод — один из самых известных способов управления знаниями, используемых в учебе и исследованиях. 
 
Как использовать Цеттелькастен: 
 
🔹Потребляя контент, делаем заметки, в которых своими словами пересказываем интересную мысль. На одной карточке должна быть только одна идея. 
 
🔹 Указываем источники и ставим теги: например, после этого поста вы можете создать карточку с тегами «методы организации» и «психология». 
Ставим ссылки на другие заметки, которые с ней связаны. 
 
🔹Объединяем карточки в категории. Например, несколько карточек с тегом «психология» могут превратиться в категорию «материалы для курсовой по психологии» (приложения Obsidian, Notion, Evernote сделают это автоматически). 
 
🔹 Спустя время перечитываем карточки, ищем в их связках вдохновение и новые идеи. 
 
🗄 Не ждите результата сразу — для генерации нового системе надо расшириться, а это требует времени. Если вам трудно разбираться в одиночку, в телеграмме есть сообщество людей (https://t.me/Zettelkasten_ru), которые пользуются этим методом организации знаний. 
 
А вы знали об этом методе?";2022-09-16 18:12:10;A1h9EU2z4LWiONABvizJr4YFi7UX;0;2;26
"Три новых слова на карточках 
 
Сегодня это CRM, Team lead и бэклог. 
 
🤔 О каких еще словах вы бы хотели узнать? 
 
#1TSprint_словарь";2022-09-16 10:38:27;O1ZyIlEtYHI_MYuu34yHr1oAnMsZ;1;1;25
"Как бороться с «синдромом самозванца»? 
 
👨‍🎓Синдром самозванца — это когнитивное искажение, при котором человек боится не оправдать ожидания и чувствует вину за то, что якобы получил что-то хорошее незаслуженно. Кажется, будто его работа недостаточно хороша для похвалы, а успех пришел лишь из-за удачного стечения обстоятельств. Это искажение весьма распространено: по данным Международного журнала поведенческой науки, оно встречается почти у 70% людей. 
 
Впервые термин «синдром самозванца» предложили психологи Полин Клэнс и Сюзан Аймс в 1978 году. Они заметили, что многие их клиенты не верят в собственный успех и считают свои достижения случайными. 
 
🧸Психологи связали эти симптомы с особенностями воспитания: в детстве таких клиентов усердно хвалили, они считались талантливыми детьми и не испытывали сложностей в учебе. Вступив во взрослую жизнь, клиенты психологов впервые столкнулись с трудностями — и потеряли веру в свои возможности. 
 
🔎Если вы боитесь, что вас «разоблачат», хотя на самом деле вас уважают коллеги и хвалит руководство, если вам сложно признать свои достижения, способности и возможности, скорее всего, вы входите в те самые 70%. 
 
📙Как бороться с синдромом самозванца? Универсального ответа на этот вопрос нет. Проанализируйте свои успехи, выпишите их на бумагу и вы скорее всего увидите, что они действительно значимы. Фиксируйте свои тревоги и переживания, проверяйте, есть ли у них реальные основания. Самое главное — будьте добрее к себе. Вы у себя одни. 🤗";2022-09-14 12:32:59;2u5kq2BP8Y7Zo4S6mbQ2DzMcf0pT;0;2;24
"Поздравляем с днем программиста! 🎉🎉🎉 
 
🥳 Свой официальный праздник появился у программистов России в 2009 году. Тогда журналист и создатель журнала «Компьютерра» Дмитрий Мендрелюк предложил праздновать День программиста 13 сентября — в 256-й день года. 
 
💻 Любой программист знает число 256. Ровно столько значений, от 0 до 255, может принимать байт, состоящий из 8 бит. Эта цифра заложена в основу всех современных вычислительных систем. Еще 256 — это 2 в степени 8, где двойка символизирует двоичную систему счисления, а восемь — количество битов в одном байте. 
 
📅 Любопытно, что 256-й день в году не всегда выпадает на 13-е число: в високосные годы, например, в 2024, праздник будет отмечаться на день раньше, 12 сентября. 
 
А вы знали об этом празднике?";2022-09-13 11:11:29;r0t_kP7Z5sBGS9fwad-YZ_UjXyCC;0;2;23
"Лес и помидоры — а что помогает сосредоточиться вам? 
 
Всем нам бывает трудно сосредоточиться. Чтобы не отвлекаться, мы прибегаем к некоторым хитростям. Например, используем приложение Forest. 
 
🌳 Суть Forest — сажать дерево и начинать работать. Когда вы сворачиваете приложение и начинаете, например, листать соцсети, то дерево погибает. Если вы не отвлекались на телефон на протяжении заданного времени, то высаживаете дерево в сад. Размер сада в конце рабочего или учебного дня показывает, насколько хорошо вы смогли сконцентрироваться. 
 
💻 У Forest есть браузерная версия, в ней можно указать, какие сайты должны быть заблокированы на время работы. В остальном она работает так же, как и мобильная: высаживаете дерево и стараетесь не отвлекаться. 
 
🍅 Приложение Forest можно совместить с «методом помидора». Это техника управления временем, включающая глубокую концентрацию и короткие перерывы. Заведите таймер и полностью погрузитесь в работу на 25 минут, после чего сделайте пятиминутную передышку и повторите цикл. После каждого 4-го «помидора» сделайте большой перерыв — на 15-30 минут. Скорее всего, благодаря этой технике вы справитесь с работой гораздо быстрее обычного. 
 
Android 
 (https://play.google.com/store/apps/details?id=cc.forestapp)
iOS 
 (https://apps.apple.com/app/apple-store/id866450515)
Chrome
 (https://chrome.google.com/webstore/detail/forest-stay-focused-be-pr/kjacjjdnoddnpbbcjilcajfhhbdhkpgk?hl=ru)

Это был наш опыт — а какими лайфхаками для концентрации пользуетесь вы?";2022-09-12 14:39:21;IxldSuM3FqNXUXn5EV_4MvR8hLCM;0;3;22
"Что такое эффект Даннинга — Крюгера? 
 
Эффект Даннинга — Крюгера — одно из многих когнитивных искажений, ошибок нашего мышления. Они присущи всем людям, потому что их источник кроется в самих принципах работы человеческого познания. Большинство когнитивных искажений подробно изучены и подтверждены психологическими исследованиями. 
 
📖 В конце 90-х два американских ученых, Джастин Крюгер и Дэвид Даннинг, провели ряд экспериментов. Они сравнивали реальный уровень квалификации студентов и то, как они сами себя оценивают. 
 
Получился график, который вы видите выше ⬆⬆⬆ 
 
🔷 Студенты с низкой квалификацией в какой-то сфере оценивали свои знания в ней довольно высоко — им просто не хватало информации, чтобы реалистично оценить свои компетенции. 
 
🔷 Студенты среднего уровня, наоборот, казались себе самыми некомпетентными. 
 
🔷 Правильно оценить себя смогли только самые компетентные. 
 
Позже журналисты поэтично назвали эти точки на графике Вершиной Глупости, Долиной Отчаяния и Плато Стабильности. 
 
Эффекту Даннинга — Крюгера подвержены все. Даже у самых образованных людей есть сферы, где они более компетентны, и те, в которых они не эксперты. 
 
Знание о нем поможет вам реалистично оценить себя и поддержит, особенно когда попадете в Долину отчаяния😱";2022-09-11 12:06:26;3n_v_B8J13DwSX0N241Zik0GukCo;0;2;16
"Еще три новых термина 🎉 
 
Два слова из трех нам предложили в чате канала, LMS и маркетплейс. 
 
Предлагайте свои, обязательно добавим! ✍ 
 
#1TSprint_словарь";2022-09-08 11:35:27;au1Vi_7jtmRNfLEC1aPQ22QcAbj6;0;2;13
"Три полезных качества для будущего менеджера ИТ-проектов 
 
Менеджер ИТ-проектов — специалист, отвечающий за создание, сопровождение и выпуск ИТ-продукта. Он связующее звено между заказчиком и исполнителем, организатор процессов и коммуникаций. Менеджер должен уложиться в сроки и бюджет, учитывая при этом интересы и команды, и заказчика. 
 
Другими словами, проектный менеджер — многозадачный специалист, от которого зависит сам факт выпуска продукта, его «продюсирование», контроль качества и оптимизация производства. 
 
Собрали для вас три качества, которые помогут стать хорошим менеджером ИТ-проектов: 
 
🔷 Внимательность к деталям 
Менеджер проектов контролирует и оптимизирует. Ему важно знать все тонкости происходящего, чтобы вовремя заметить и устранить ошибку, убрать неэффективные элементы и сделать работу команды проще, быстрее и продуктивнее. 
 
🔷 Лидерские качества 
Менеджер проектов работает с командой. Он определяет траекторию её движения, формирует цели и принципы деятельности. Поэтому менеджер должен иметь лидерские навыки, уметь принимать важные для коллектива решения, заниматься организацией команды, брать на себя ответственность, быть уверенным в своих силах и действиях, вдохновлять других сотрудников. 
 
🔷 Эмоциональный интеллект 
Взаимодействие с людьми из разных сфер — основная часть работы менеджера ИТ-проектов. Чтобы успешно выстраивать коммуникации, он должен обладать высоким уровнем эмоционального интеллекта. Ему нужно уметь ставить себя на место других, осознавать чужие потребности и интересы. Также важны навыки управления собственными эмоциями и разрешения конфликтов.";2022-09-06 17:21:13;6xjB299bm6_31S-8kQP8vbNYTsD6;0;1;12
"Кто такой Т-специалист? 
 
Есть разные типы специалистов. Расскажем, кто такие I- и Т-специалисты, и чем они отличаются. 
 
⬆ Эксперты, глубоко погруженные в свою область, могут не знать даже приблизительно, чем занимаются их коллеги. Их называют I-shaped, «I-образными». Их знания как прямая линия, четкая и направленная только на объект их непосредственных обязанностей. 
 
➖ И наоборот, есть те, кто не знает ничего глубоко, но хотя бы в общих чертах представляет, как что устроено в самых разных областях. Это тоже неплохо, для блогера, например. Все его знания — по чуть-чуть, но знает он много. Такого специалиста можно представить как «—». 
 
🏆 Но самый ценный тип сотрудника на современном рынке труда — Т-shaped, Т-специалист. 
 
Это счастливое сочетание «I» и «—». Человек, который знает какую-то сферу «по вертикали», но не замкнулся в ней, а открыт к знаниям и «по горизонтали». 
 
🤝 Классический пример Т-специалиста — хороший продакт-менеджер. Он эксперт в переговорах, коммуникации, планировании и обладает лидерскими качествами. И в то же время он разбирается в том, что и как делает каждый член команды. Ему не нужен переводчик для разговора с программистом или QA-инженером, он по опыту знает, сколько времени занимает каждая задача. Он всегда предлагает оптимальное решение, так как и разбирается в частностях, и видит общую картину. 
 
🚀 Почему это так востребовано именно сейчас? Проекты становятся все более комплексными, взаимодействия усложняются. Команда из Т-специалистов более эффективна, лучше переживет форс-мажоры и кризисы. А для стартапов такие сотрудники просто необходимы. 
 
🔥 Курсы 1Т Спринт направлены на то, чтобы выпускники стали именно Т-специалистами. Значительная часть каждого курса посвящена работе в команде, обучению взаимодействию между разным ролями. Каждая группа в 1Т Спринт составлена из разработчиков, аналитиков, дизайнеров и менеджеров. Они не только учатся своей профессии, но и взаимодействуют друг с другом, вместе создавая реальный продукт.";2022-09-05 15:14:00;sAiiS--sdIrJgnzuOdgimaS9TY0z;0;2;11
"Три навыка для будущего системного аналитика 
 
Работая системным аналитиком, вы будете взаимодействовать одновременно и с бизнесом предприятия, и с программными продуктами. Системный аналитик должен до тонкостей изучить бизнес-процессы конкретной компании и понять, как их можно автоматизировать. А для этого ему нужно ориентироваться в разработке ПО и инструментах автоматизации. 
 
Вот три навыка, которые помогут вам в будущем стать хорошим системным аналитиком: 
 
🔹Умение работать с людьми 
Чтобы понять, как устроены бизнес-процессы в компании, системному аналитику нужно проводить множество интервью. А на этапе реализации он чаще всего работает в команде с архитекторами, разработчиками и тестировщиками. Поэтому важно уметь находить общий язык с самыми разными людьми, уметь их «разговорить». 
 
🔹Дисциплина и скрупулезность 
Разбираясь в многочисленных и запутанных бизнес-процессах, легко «утонуть» во множестве несущественных деталей. Важно четко вести документацию, систематизировать полученную информацию и не упускать из виду главного — задач бизнеса. 
 
🔹Навык публичных выступлений 
Если коллегам ваше решение можно объяснить однозначным языком техзадания, то для собственника бизнеса этого будет недостаточно. Вы должны будете презентовать и обосновать свои решения на понятном ему языке. К тому же, после реализации проекта именно вам чаще всего придется рассказывать пользователям, как работать с новым продуктом.";2022-09-03 13:27:01;L7qQOVgxKd09eMS6C6jPZjVwGw6N;0;1;10
"Мифы ИТ-специальностей 
 
Для людей, далеких от ИТ-сферы, образ типичного айтишника — это часто собрание стереотипов и мифов. Попробуем развенчать (или подтвердить) самые популярные. 
 
🖨 Тыж программист! 
Один из самых древних мифов: если ты «программист», ты должен уметь чинить любую оргтехнику. Компьютер тормозит, посмотри! Почини принтер, тыж программист! Какая связь между умением писать программный код и принтером, неизвестно. Плюс в «программисты» записывают всех, кто имеет хоть какое-то отношение к ИТ, вплоть до маркетологов. 
❌ миф 
 
🤵 Все айтишники — мужчины 
Действительно, мужчин в ИТ больше, чем женщин. Но по статистике, в крупнейших мировых ИТ-компаниях трудятся от 29% женщин (в Microsoft) до 45% (в Amazon). Также и в России, например, в технологических подразделениях Сбербанка 32% сотрудников — женщины. А это совсем не мало! Да, в каких-то областях женщин меньше, например, в разработке, но в тестировании, маркетинге и дизайне их больше, чем мужчин. 
🤔 отчасти правда 
 
👴🏻 В 40 (30, 25…) уже поздно начинать 
Лет 50 назад человек учился в институте, получал работу по распределению и выходил с нее на пенсию, всю жизнь используя полученные во время учебы знания. Сейчас многие выпускники уже в момент выпуска понимают, что их знания устарели и пора начинать учиться заново. И сделать это можно и в 20 лет, и в 40, было бы желание. К тому же жизненный опыт, пусть и не связанный с ИТ, пригодится везде. 
❌миф 
 
💰 Все айтишники много получают 
В твиттере есть дежурная шутка про программиста, который хвалится, что получает «300 тысяч в наносекунду». Это, конечно, не так. По данным Росстата, айтишники оказались на четвертом месте по размеру средних зарплат, после нефтяников, управленцев и летчиков. Но это все равно одна из самых хорошо оплачиваемых отраслей в стране, и опытный специалист в ней будет зарабатывать очень хорошо. 
🤔 отчасти правда";2022-09-02 17:24:00;NJpkAcCtgz-rZ3iVG3BPe_nLWgtt;1;1;9
"🎉 Поздравляем с Днем знаний! 
 
А чтобы постепенно подготовить вас к началу занятий, мы будем показывать на карточках те слова, которые новичку могут быть пока не совсем понятны. 
 
Напишите, знали ли вы уже их значения? И какие слова из ИТ-сферы пока непонятны лично вам? 🤔";2022-09-01 16:44:08;BIqI3TPK788UAqDMafBVofPWgs2Y;0;2;8
"Три неочевидных, но полезных навыка для будущего UI/UX дизайнера 
 
UI и UX — это два разных профиля дизайна, которые чаще всего сочетает один специалист: UX занимается пользовательским опытом, UI — построением интерфейса на основе этого опыта. 
 
📱UI/UX дизайнер занимается пользовательскими интерфейсами, проектирует опыт взаимодействия пользователя с информационными технологиями. Именно проектирует, так как хороший интерфейс в современном цифровом продукте — это баланс между удобством пользователя и задачами, которые стоят перед бизнесом. 
 
Ему нужно уметь проводить исследования, анализировать пользовательскую аудиторию, понимать ее потребности и сценарии поведения и владеть инструментами прототипирования интерфейсов. 
 
Три каких неочевидных навыка могут быть полезны будущему UI/UX дизайнеру? 
 
🔹Эмпатия 
Хороший UI/UX дизайнер должен ставить себя на место пользователя, видеть продукт его глазами. Конечно, эмпатия должна сочетаться с тщательно проведенными исследованиями. Вместе они помогут создать качественный продукт: удобный и понятный интерфейс, отвечающий поставленной задаче. 
 
🔹Коммуникативные навыки 
Проведение интервью — обычная часть работы UI/UX дизайнера. Кроме того, ему нужно общаться с другими командами проекта, взаимодействовать с руководством компании-заказчика, выступать с презентациями своих решений. Хорошие навыки общения делают из среднего специалиста настоящего профессионала. 
 
🔹Умение работать с текстами 
Текст не менее важен в интерфейсе, чем верстка. Описания, рекомендации, подсказки должны быть сделаны так же качественно и продуманно, как и визуальная часть. Многим дизайнерам приходится подтягивать орфографию и грамматику, а если у вас с этим уже неплохо, это будет важным плюсом.";2022-08-31 15:51:28;gvWx3EB9qhNXmHTkgDIG6pIgdBMJ;0;2;7
"Три навыка для будущего digital-маркетолога 
 
Digital-маркетолог в компании отвечает за привлечение аудитории с помощью цифровых инструментов. За широким определением скрывается и анализ конкурентов, и стратегии продвижения, и рекламные кампании, и создание самого разнообразного контента. 
 
Какие качества будут полезны для будущего digital-маркетолога? 
 
🔹Готовность учиться 
Digital-маркетолог работает и с рынком продукта, и с цифровыми инструментами. И если технологии меняются быстро, то рынок меняется еще быстрее. Хороший маркетолог всегда «держит руку на пульсе», отслеживает изменения рынка, аудитории, учится пользоваться новыми инструментами, постоянно пробует новое. 
 
🔹Умение работать с большими объемами информации 
Маркетологу нужно анализировать конкурентов, оценивать эффективность продвижения, искать закономерности в базе покупателей, выделяя рабочие сегменты. Хороший маркетолог должен уметь работать с большим количеством данных, быстро выделяя главное. 
 
🔹Планировать рабочие процессы 
Чаще всего маркетолог работает в тесной связке с узкими специалистами: с дизайнером, копирайтером, таргетологом. Он ставит задачи и отвечает за общее видение, за реализацию коммуникативной стратегии. Digital-маркетолог должен не только четко планировать свою работу, но и обеспечить деятельность всей команды. Ему пригодятся навыки тайм-менеджмента и умение находить общий язык с людьми.";2022-08-29 11:06:15;Bh9l5kMoLdwN_qpuqqQ-BpHpqFBY;0;4;6
